record_id|period_dt|rfcrf_cif_no|rcrf_inst|rcrf_alpha|rcrf_date_audt|rcrf_time_audt|rcrf_name|rcrf_st_addr|rcrf_city|rcrf_state|rcrf_zip5|ubcrf_avf_flag|ubcrf_own_country|ubcrf_citizen|first_name|last_name|create_ts|update_ts
3042478793|2020-02-14|Recno: 45800637842|rlrnG|adglzZ|2020-04-09|19:38:08|Michael Miller|32954 Brian Passage Suite 632|Lake Amanda|Nevada|60099|False|Colombia|True|Jeffrey|Bautista|2020-03-18 03:29:14|2019-10-25 01:02:49
4188188833|2019-01-23|Recno: 27060314130|BUgqM|FLHyJk|2020-02-20|09:14:42|Lori Stewart|950 Amy Springs|Robertborough|Alabama|86014|False|Bosnia and Herzegovina|True|Paula|Ward|2020-03-18 10:42:43|2019-11-29 11:40:22
3068780421|2019-11-09|Recno: 20141589723|HwDSk|YSeIcpQSW|2020-01-30|16:54:10|Leah Johnson|4387 Moore Lake Suite 984|Lake Tiffanyside|North Dakota|29884|False|United States of America|False|William|Conway|2020-03-22 08:46:46|2019-11-12 01:23:08
7205824982|2020-04-23|Recno: 82430075918|oYhhg|eYglFoFTSR|2020-05-13|15:13:54|Richard Tran|09414 Scott Causeway|Carterfort|Maryland|07177|False|Afghanistan|True|Phillip|Maxwell|2020-03-16 14:39:52|2020-04-25 12:21:03
5811913037|2020-03-29|Recno: 44894306776|FkVrX|olkInWg|2020-01-15|19:22:04|James Long|24150 Johnson Drives|West Alanbury|Vermont|29128|True|Norfolk Island|True|Beth|Hoffman|2020-03-04 17:45:32|2020-01-31 11:46:09
1951455025|2019-03-02|Recno: 42475322265|owJfD|ywscfBNmM|2020-05-24|14:13:03|Angela Shaw|56397 Laura Dam|Brownmouth|Missouri|24674|True|Aruba|False|William|Roberts|2020-03-30 05:07:25|2019-08-08 08:27:21
2507132011|2019-05-22|Recno: 20096337088|ZjNPk|wDAVEI|2020-05-11|15:43:23|Jordan Anderson|469 Eric Grove|Monicamouth|Kansas|51402|False|Northern Mariana Islands|False|Lauren|Burke|2020-03-25 18:08:55|2019-11-25 05:18:35
8125725382|2019-08-13|Recno: 21372890023|BWcHU|znQIxmV|2020-05-01|04:00:21|Stephen Hansen MD|6592 Thomas Shore|New Lisa|Virginia|33129|True|Lesotho|False|Dawn|Roberts|2020-03-13 14:17:51|2019-12-03 03:21:21
6119291512|2019-07-23|Recno: 46733483323|AznQU|YSEgfaR|2020-04-27|09:21:07|Ryan Levy|8793 Johnson Wells|Port Roger|New Mexico|30884|True|Korea|False|Victoria|Clark|2020-03-08 00:05:07|2019-06-21 07:16:56
5435037477|2019-07-07|Recno: 42136803380|VVbvS|kJaiTtiDBm|2020-03-05|17:58:08|Christine Warner|5008 Rebekah Plain|New Courtneyland|Alabama|87008|False|Austria|False|Kellie|Allen|2020-03-05 18:57:44|2019-11-30 06:43:25
2720531711|2019-12-07|Recno: 52654647100|xrjbu|KUbUNJaPYL|2020-03-25|22:43:27|Samantha Frazier|9053 Brett Forge|East Johnburgh|Kentucky|40073|False|Bahrain|False|Melissa|Watson|2020-03-21 07:47:32|2019-04-21 06:04:09
9157832095|2019-09-24|Recno: 86216157888|OxbPn|EfOXnFUM|2020-03-29|11:41:25|John Leonard|798 Daniels Falls|New Kevinstad|Delaware|99100|True|Netherlands|False|Carol|Griffin|2020-03-04 18:18:28|2019-08-12 20:29:20
9104201525|2020-02-07|Recno: 31380170463|PvbSZ|bydWfyegPB|2020-03-31|12:39:45|Crystal Spencer|69426 Mcclure Mall|Lake Rachel|Arkansas|32980|True|Wallis and Futuna|False|Donald|Serrano|2020-03-21 17:38:41|2020-02-21 13:09:49
2964176055|2019-05-23|Recno: 64576733099|IJsdq|xAviSp|2020-01-01|10:47:43|Nancy Church|6961 Daniels Plain|Lake Joe|Montana|94585|False|Togo|True|Jason|Ray|2020-03-22 15:38:46|2019-08-30 22:21:20
1163328024|2020-05-25|Recno: 27913280879|rXRAB|PRKPpR|2020-04-11|11:51:59|Dr. Jordan Willis|4060 George Route Apt. 636|Oneillmouth|Georgia|25557|True|Solomon Islands|False|Amy|Holland|2020-03-06 01:48:10|2020-02-11 22:17:39
6612194433|2019-10-15|Recno: 92365441521|nnfKs|tYsIBZOM|2020-01-11|22:47:59|Joshua Gentry|707 Jill Bridge|Yangshire|Michigan|00534|True|Rwanda|False|Cynthia|Tran|2020-03-14 00:34:03|2019-07-05 04:44:03
3900904764|2019-12-23|Recno: 26701049569|iJzEG|afcZrfo|2020-01-29|20:04:40|Lindsey Garcia|9852 Carter Station|South William|Florida|02848|False|Norway|False|Kelsey|Wheeler|2020-03-06 00:05:35|2020-03-06 01:40:51
1671565998|2020-03-16|Recno: 20279652299|RKKvw|iCoNWgJ|2020-03-25|10:21:03|Charles Clay|30451 Williams Shoal|Matthewfurt|Vermont|03724|True|Monaco|False|Virginia|Lopez|2020-03-12 13:54:39|2019-06-07 08:21:14
4836892364|2019-11-17|Recno: 95594350944|ICJxj|LXXyI|2020-04-22|18:47:14|Mark White|048 Rodriguez Spur|Sheenatown|Illinois|86835|True|Japan|False|Dustin|Warner|2020-03-10 09:55:16|2019-08-24 19:26:47
8877574466|2019-07-17|Recno: 34941137836|sDcLJ|hVaUiYS|2020-02-10|23:37:32|Tina Powell|016 Joshua Drive|Lake Alejandro|Virginia|98213|False|Syrian Arab Republic|True|Melissa|Dixon|2020-03-29 05:34:46|2019-08-11 21:45:01
7603665240|2019-02-18|Recno: 42549322082|iqONl|QUgBcl|2020-05-04|15:00:53|Brittany Carlson|149 Justin Summit Suite 704|Whiteborough|Minnesota|32505|True|Panama|False|David|Cohen|2020-03-02 21:09:05|2019-11-13 14:19:46
7502324368|2019-12-13|Recno: 76381885844|xzxIq|zFXErrfG|2020-02-09|10:53:41|Kayla Walker|55274 Reid Plaza|Biancatown|Connecticut|57882|False|Greece|False|Caitlin|Robinson|2020-03-23 18:51:55|2020-03-06 04:41:20
7511965371|2019-02-15|Recno: 86644282815|NSWrD|IuCZfmTxFE|2020-02-15|08:39:02|Robert Martinez|965 Anthony Roads Apt. 558|East Chelseaville|Florida|18600|True|Chile|True|John|Burke|2020-03-09 18:42:12|2019-12-29 15:24:28
9813947370|2020-01-18|Recno: 21465999868|KOcTW|KUzBL|2020-03-21|10:12:03|Garrett Bradley|94215 Jacqueline Park Suite 749|Larryberg|New Jersey|05538|False|Gabon|False|Wendy|Caldwell|2020-03-04 16:44:00|2020-04-04 14:49:49
9697152309|2019-10-05|Recno: 53091481968|PQhMh|KNXsC|2020-04-22|19:22:45|Donna Banks|5544 Martinez Cliff|North Taylor|North Carolina|48279|False|Philippines|False|Jeffrey|Joseph|2020-03-02 16:43:57|2019-10-06 15:25:27
7095273735|2020-04-15|Recno: 43486288042|aiTkk|niLPbwr|2020-01-28|01:11:00|Erin Johnson|472 James Motorway|Baldwinchester|Maryland|96335|False|United States Minor Outlying Islands|False|Brandon|Jones|2020-03-26 15:52:21|2020-04-12 21:45:56
2340695344|2019-12-11|Recno: 76350419291|GiYnm|iiWoA|2020-03-05|09:44:30|Richard Wood|186 Fields Trail Suite 432|Everettport|Texas|17186|True|Guadeloupe|True|Kevin|Wilson|2020-03-15 20:32:38|2019-12-19 12:52:50
1533285546|2019-10-12|Recno: 40577509212|jPSKc|aYKLPcgkG|2020-04-12|18:07:49|Valerie Davis|92839 Harmon Forge Suite 011|Traciport|Colorado|65179|True|Serbia|False|Laura|Washington|2020-03-16 02:20:27|2019-06-22 19:32:13
6131070549|2019-03-20|Recno: 71792723109|GpzuJ|TGjAYM|2020-03-31|17:32:36|Michael Bautista|138 Powell Path|North Andreaside|Kansas|86106|False|Bosnia and Herzegovina|False|Kimberly|Smith|2020-03-16 00:58:55|2019-12-22 01:48:43
9619566059|2019-08-01|Recno: 31048448200|HMPju|CkmbfbjUmr|2020-01-12|05:32:44|Rachel Ortiz|6079 Buck Spurs Suite 402|Craigview|Oregon|21611|True|Cyprus|True|Amanda|Wolfe|2020-03-07 09:13:27|2019-05-30 11:05:27
8347614381|2019-01-07|Recno: 36928845821|GNixQ|foBzHOWKAW|2020-04-17|05:42:57|Susan Watts|70886 Suzanne Ways|Richardbury|Wisconsin|06523|False|Egypt|False|Joseph|Watkins|2020-03-15 04:35:37|2019-12-09 13:28:28
4406180991|2019-02-23|Recno: 18539018427|Lxddb|kpEhhI|2020-04-23|13:26:48|Mason Brooks|06198 Carol Common Suite 311|East Jordan|New Hampshire|61661|True|Hong Kong|False|Vanessa|Sullivan|2020-03-02 08:16:31|2019-07-19 13:30:28
9006130712|2020-05-07|Recno: 83323557915|xiVZA|VjCnebip|2020-04-27|17:14:35|Candace Johnson|52641 Thompson Crest Suite 519|East Kyleberg|Rhode Island|42589|False|Belarus|False|Charles|Foster|2020-03-12 09:28:19|2019-07-24 10:39:20
5674641127|2020-04-14|Recno: 93485262091|leHoX|hFOgqldEY|2020-03-29|20:30:20|Brett Crawford|93281 Heath Land Apt. 274|Markborough|Vermont|79828|False|Mali|True|Edward|Hughes|2020-03-25 10:24:38|2020-04-03 01:33:21
4564754406|2020-03-16|Recno: 81897038861|TsLTY|OUVoxOf|2020-03-06|02:04:50|David Ryan|50693 Bianca Rest|Heatherside|Utah|83680|True|Saint Pierre and Miquelon|True|Holly|Ford|2020-03-28 13:44:54|2019-08-15 04:58:55
9431447393|2019-08-26|Recno: 16461151396|fbfda|LMaVEll|2020-04-05|19:53:53|Dr. Angela Parker MD|3827 Danny Mission Suite 951|Chadchester|Utah|74662|True|Bulgaria|True|Logan|Skinner|2020-03-13 13:05:29|2020-02-16 21:11:15
3380767273|2020-01-30|Recno: 28655885242|nqyFl|EIgEApMKd|2020-02-02|06:59:00|Richard Thomas|494 Murray Pine|New Victoria|Maine|24828|True|Kiribati|True|Jessica|Ford|2020-03-12 02:27:54|2019-05-17 00:21:19
9411065839|2019-03-13|Recno: 13500635619|WTfIx|uWnYRYjhti|2020-05-12|01:04:20|Tyler Garcia|43998 Michael Plain Apt. 898|North Aaronstad|Alabama|24045|False|Cayman Islands|False|Laura|Williams|2020-03-02 01:31:21|2019-08-31 16:27:53
5109032097|2019-10-07|Recno: 22197345606|jARFR|VJwGsFGsU|2020-05-17|11:55:53|Christian Alexander|74078 Watkins Rapid Suite 667|Port Thomas|New Mexico|27415|True|Madagascar|True|Steven|Flores|2020-03-03 11:57:12|2019-06-04 01:43:31
4014562390|2019-08-09|Recno: 49249982337|bzPtZ|nRyOdbmYQ|2020-04-17|00:44:12|Christina Wells|62955 Wood Roads|North Tiffany|Alaska|61206|True|Somalia|False|Shirley|Swanson|2020-03-20 06:36:01|2020-03-09 02:50:51
7090332982|2019-03-05|Recno: 86315702052|psVxm|XEetwSl|2020-03-12|15:42:21|Becky Thompson|976 Bailey Manors Apt. 594|Bryanmouth|Wisconsin|36249|False|Gibraltar|False|Amy|Ward|2020-03-22 11:31:06|2019-06-29 00:16:22
5941400171|2019-09-18|Recno: 68046710115|CuaLH|lBpnUmL|2020-04-22|09:05:21|Mary Fuller|50929 Olson Road|Stephaniechester|Hawaii|27013|True|Azerbaijan|True|Sierra|Williams|2020-03-24 01:42:22|2020-04-23 14:59:42
2555060635|2019-09-09|Recno: 30064617542|Hhsmb|LQcSB|2020-04-05|22:44:06|Natalie Nunez|27817 Cassie Summit|Lake Josephborough|Montana|05461|True|Faroe Islands|False|Barbara|Bradford|2020-03-07 15:22:07|2020-01-30 17:45:35
3044085275|2019-09-14|Recno: 81905750854|aPZOb|PEIOchXmAD|2020-04-21|13:03:40|Melissa Alvarado|491 Flores Creek|Thomasbury|Indiana|88660|False|Gibraltar|True|Kenneth|Robertson|2020-03-09 07:31:34|2019-06-13 00:24:43
5454562656|2019-12-04|Recno: 82439195211|AYRFG|USfpJNx|2020-02-24|15:22:30|Jose Scott|15880 Allison Green Suite 848|Port Brian|Colorado|74143|True|Andorra|False|Tiffany|Dillon|2020-03-26 05:54:27|2020-01-04 02:04:42
1787050298|2019-05-29|Recno: 42699119917|aQRhP|ZaFsMDv|2020-05-02|12:52:09|Christina Thomas|555 Marcus Union Suite 619|Ericstad|Indiana|79582|True|Bolivia|False|Kaitlyn|Vasquez|2020-03-22 18:46:44|2020-03-07 04:28:56
2276318277|2019-08-10|Recno: 74112250429|NDthn|pmAdwJBr|2020-03-19|11:11:08|Shelia Kramer MD|182 Ronald Garden|Scottland|Indiana|96278|False|Palau|False|Christopher|Murphy|2020-03-25 19:29:16|2019-05-02 15:02:04
4676011792|2019-05-06|Recno: 26808293394|DrDBn|ZQwTe|2020-03-06|19:05:41|Shelley Black|2346 Diana Throughway|Amandamouth|Indiana|32307|True|Fiji|True|Cameron|Mcclure|2020-03-11 20:27:50|2019-08-18 03:20:28
2365964522|2019-02-19|Recno: 27554317401|OVtkj|JZRExLZ|2020-02-21|21:54:48|Jessica Johnson|46016 Rios Port Suite 905|New Natasha|Rhode Island|31776|False|Mozambique|True|Elizabeth|Gregory|2020-03-12 06:43:19|2019-04-20 22:02:07
6734305132|2019-04-22|Recno: 33780197966|dSSUe|ZOveK|2020-03-08|09:22:13|Elaine Smith|324 Bailey Port Apt. 399|East Gloriafort|Arizona|07915|True|Niue|False|Eric|Baker|2020-03-08 19:03:16|2019-06-23 07:02:03
4255700218|2019-09-03|Recno: 72937395610|huqOx|BdGcT|2020-03-10|03:08:22|Tammy Nelson|30697 Garrett Shoal|Coxland|Iowa|82890|False|Belize|True|Randy|Watson|2020-03-11 00:15:56|2019-12-11 21:22:54
2090845541|2019-08-08|Recno: 82440098159|XvBuV|BmjHVes|2020-04-02|23:18:32|Alexander Smith|58895 Woods Meadows Apt. 699|Alexanderfurt|Ohio|20937|True|Gambia|False|Brittany|Martinez|2020-03-22 18:04:28|2020-01-23 04:03:16
4611106725|2019-09-02|Recno: 21724175562|NbAUP|ePSeq|2020-04-25|23:59:19|Ms. Valerie Steele|899 Baldwin Rue|Port Rachel|South Dakota|21806|True|Cape Verde|True|Gina|Hamilton|2020-03-08 03:27:42|2019-06-16 00:02:23
2078718000|2020-03-16|Recno: 20289370673|MdHgh|FcFRSPS|2020-04-16|09:59:42|Christine Miller|721 Randall Summit|Stewartport|New York|98957|False|Antigua and Barbuda|True|Michelle|Wright|2020-03-19 21:10:59|2019-04-21 11:03:25
8850571881|2019-10-03|Recno: 53855554333|pprBi|nsxOHackLe|2020-02-14|14:56:46|Kevin Johnson|56266 Archer Forges|East Jonfort|Montana|56996|True|Azerbaijan|True|Christopher|Cardenas|2020-03-12 13:07:08|2019-09-03 00:58:21
5452776520|2019-08-15|Recno: 68718882538|tSgct|BvKNEeC|2020-05-04|14:05:00|Cory Rocha|9479 Melissa Streets Suite 112|Fullerton|Connecticut|44182|False|Liechtenstein|False|Patrick|Wright|2020-03-18 17:26:12|2019-05-27 07:25:57
9494662145|2019-09-26|Recno: 16707766892|zXFPT|diwwxDTd|2020-04-30|04:23:29|Maria Roberson|963 Melinda Mountain|Martinezburgh|Montana|63003|False|Ethiopia|False|David|Tate|2020-03-19 01:27:12|2020-02-04 08:18:55
4743393354|2020-02-27|Recno: 56805158357|vwZEJ|Cgbtxz|2020-03-15|11:04:59|Michael Lane|285 Espinoza Divide Suite 661|West Daniel|Alabama|92482|True|Qatar|True|Alfred|Rodriguez|2020-03-13 00:39:19|2019-07-20 00:33:16
3510270694|2019-09-05|Recno: 42394763460|KPmUc|IOfrjAG|2020-04-14|16:50:57|Veronica Jefferson|494 Erica Dale Apt. 290|Julieville|Texas|23338|False|Chad|True|Tina|Brown|2020-03-04 17:01:56|2019-10-08 20:32:07
1631407343|2019-10-31|Recno: 98029211239|ixVlI|zoSugEMNT|2020-01-03|21:34:57|Anthony Johnson|053 Briana Crossing|New Carl|New York|59178|False|Uzbekistan|True|Jessica|Flowers|2020-03-27 15:57:17|2019-07-08 05:48:40
7041562816|2019-09-12|Recno: 32327575153|elJsT|vcPclQf|2020-04-12|03:25:02|Christopher Peters|27085 Mary Parks|South Diana|Illinois|65963|True|Aruba|False|Joanna|Morris|2020-03-15 20:14:55|2020-04-07 18:23:18
4772662538|2020-03-29|Recno: 43540680912|GxOeE|SXIlXHWKj|2020-03-16|10:54:07|Anthony Woods|91797 David Prairie Apt. 758|North Laurentown|Texas|44895|False|Guinea|True|James|King|2020-03-08 13:28:29|2019-08-08 14:22:19
2829194973|2020-04-11|Recno: 58245546628|lDDGC|sWCtbz|2020-05-18|00:35:57|Christopher Moore|81118 Lopez Viaduct|West Lori|Washington|83314|True|Belgium|True|Bill|Flowers|2020-03-30 13:18:57|2019-09-02 01:21:58
6657076422|2019-08-11|Recno: 61032945291|DLveL|eFfdNSCP|2020-01-01|17:17:09|Alan Johnson|32649 Nelson Highway|Hessshire|Michigan|82307|False|Montenegro|True|Nathan|Shepard|2020-03-08 06:01:56|2019-04-27 15:16:53
5967531216|2020-04-16|Recno: 49554828635|KHdqJ|pWiyGsDbYa|2020-01-16|09:55:08|Sherri Peterson|79034 Cynthia Route Suite 744|Port Timothy|Kansas|46806|False|Saint Lucia|True|Amy|Taylor|2020-03-04 01:08:57|2019-11-07 06:00:26
6634335218|2019-03-03|Recno: 58735653694|gykRN|VNudASd|2020-03-21|08:02:04|Brandy Hall|066 Butler Knolls|East Kristy|Washington|76478|False|British Virgin Islands|True|Jamie|Fritz|2020-03-25 06:36:01|2019-08-16 04:56:51
4633729428|2020-03-20|Recno: 19639990100|hlUcS|cqJmf|2020-03-13|09:44:38|Brandon Pierce|880 Yvette Corner Suite 021|Port Benjaminshire|Montana|88437|False|Ethiopia|True|William|Butler|2020-03-06 17:17:57|2020-04-20 09:42:17
2492392234|2019-09-15|Recno: 97224172911|cZrgE|uHgEKMct|2020-02-14|23:19:24|Christopher Hunter Jr.|3225 Michael Port|Lake Ryan|Connecticut|44326|False|Paraguay|False|Gary|Allen|2020-03-25 15:22:19|2020-01-18 23:11:40
5281215606|2020-03-16|Recno: 43371550835|iVnvM|zXWBCtg|2020-01-29|15:21:33|Steven Lewis|56010 Good Squares|Port Davidland|Massachusetts|27990|False|Central African Republic|False|Omar|Leon|2020-03-21 11:16:28|2019-04-17 08:42:49
9411259389|2019-05-01|Recno: 63563737544|SOXaB|rTWBhmg|2020-02-01|10:51:01|James Stokes|0525 Harvey Corner Apt. 294|Andreamouth|Vermont|41681|True|Romania|True|Mary|Ruiz|2020-03-15 19:44:42|2020-02-29 04:56:12
5098984836|2020-01-20|Recno: 15250102899|UEfTt|aXCFlx|2020-01-09|23:20:46|Donald Macias|007 Whitehead Valley|New Edwardton|Vermont|29391|False|British Virgin Islands|False|Harold|Bates|2020-03-22 12:15:46|2019-04-24 15:47:50
3371093884|2020-05-18|Recno: 45302805641|MRxWl|BaFDQMLg|2020-01-09|23:16:46|Tiffany Howard|208 Tiffany Squares Apt. 545|Campbellview|Ohio|00653|False|United States Minor Outlying Islands|True|Dustin|Wong|2020-03-06 14:56:13|2020-01-07 22:59:04
5388428751|2020-03-01|Recno: 58728669287|UYdMJ|AXwxhdHQ|2020-04-15|02:36:36|Suzanne Parker|419 Fowler Way|Stokesport|Idaho|49622|False|Serbia|False|Albert|Henson|2020-03-26 03:12:20|2019-07-11 23:37:57
9593910420|2019-05-06|Recno: 36805426115|IiLqE|lPpgLZfjeQ|2020-03-13|15:35:17|Megan Lozano|36183 King Lake Apt. 594|Carrieton|Utah|24507|True|Syrian Arab Republic|False|Susan|Smith|2020-03-11 20:19:35|2020-04-05 04:43:03
6146228498|2019-05-31|Recno: 75380957750|ndktN|jKUsPfHD|2020-01-26|17:50:30|John Brown|033 Natasha Alley|Ronaldton|North Carolina|34560|False|Guinea|True|Taylor|Miller|2020-03-21 02:45:15|2020-03-21 00:07:28
7046565304|2019-10-07|Recno: 78427923515|wRtWX|mGHHY|2020-04-25|21:42:49|Michael Russo|54402 Jamie Common Suite 131|Dayside|West Virginia|22178|True|Nigeria|False|Bradley|Herrera|2020-03-17 06:43:07|2020-04-04 15:39:48
3654890699|2019-08-29|Recno: 99686964078|ZBVkR|mkNYRMCYrM|2020-01-26|04:31:30|Jillian Whitehead|91542 Emily Causeway|Rosefurt|Illinois|57568|False|Bangladesh|True|Kyle|Donovan|2020-03-03 13:45:35|2019-06-11 15:35:51
6069353843|2020-01-14|Recno: 83634415218|ZEypP|vsnklvCFLf|2020-05-19|17:51:07|Chris Thompson|70885 James Orchard|North Nicholasville|Wisconsin|41910|False|Saint Barthelemy|False|Terry|Mcneil|2020-03-02 19:35:16|2020-04-17 22:41:44
2050014214|2020-04-28|Recno: 35424878619|qCkIa|pdZkW|2020-05-17|06:38:12|Michael Mann|234 Steele Prairie|New Billy|South Carolina|24274|True|Timor-Leste|True|Stephen|Lynch|2020-03-23 21:09:57|2020-04-12 00:57:40
4458773960|2020-03-11|Recno: 11149018786|mppbA|RgHHfGe|2020-01-17|06:41:52|Nicole Moore|04974 Green Underpass|Johnsonstad|Wyoming|01473|True|Uruguay|True|Anthony|Berg|2020-03-25 04:38:14|2019-09-26 06:51:23
3635086696|2019-10-19|Recno: 49363683965|eNmIg|GYjeMuex|2020-02-29|21:36:54|Christy Keller|509 Angelica Cliffs|North Alexandraton|Oregon|73370|True|Palau|True|Michael|Reid|2020-03-03 11:12:27|2020-03-01 21:14:08
2517982742|2019-04-19|Recno: 77138847966|amoaO|JhUifWDWyf|2020-03-06|05:05:45|Joshua Dunn|596 Shane Springs|Randyberg|Iowa|99235|False|Andorra|False|Susan|Zimmerman|2020-03-25 19:03:01|2020-03-03 18:46:58
6753069529|2019-01-22|Recno: 99135795150|tdUZi|QPPBE|2020-04-22|14:47:11|Scott Jordan|942 Joseph Light Apt. 005|New Hayleyberg|South Dakota|88204|False|Tajikistan|True|Dylan|Richard|2020-03-16 00:43:50|2020-03-29 11:51:06
2776989053|2019-03-22|Recno: 65421369983|XnOlO|kSRJgzDEV|2020-01-17|09:24:48|Jeffery Price|79747 Eaton Groves Suite 513|Morristown|Mississippi|57379|False|Mongolia|False|Kelly|Brown|2020-03-04 00:44:43|2019-07-19 07:39:00
5060325213|2019-03-06|Recno: 67619715132|aCZZJ|HGXMuH|2020-02-17|22:04:59|Christopher Jordan|71054 Castro Rue Suite 232|Richberg|Minnesota|55350|False|Ghana|True|Michelle|Santos|2020-03-01 08:21:58|2019-10-20 06:49:45
6912700158|2019-01-04|Recno: 82851827332|qpHDG|sGIZcTq|2020-02-19|17:38:58|Latasha Dunn|437 Kenneth Mall|New Amyberg|Louisiana|92454|True|Nigeria|False|Heidi|Delgado|2020-03-15 12:05:43|2019-09-25 21:49:01
5582469631|2019-05-25|Recno: 49717757675|Efpbh|yXuxqHW|2020-01-13|13:03:38|Michelle Nielsen|774 Stephen Spring Apt. 896|East Jenniferborough|Indiana|15315|True|Taiwan|False|Anthony|Hernandez|2020-03-13 20:20:19|2019-12-24 00:32:38
5698026815|2019-03-27|Recno: 32075034363|vvhKr|WTngL|2020-04-09|15:10:02|Amy Anderson|1768 Marvin Wall Suite 084|Knightfurt|Texas|84171|True|Madagascar|True|Amy|Brown|2020-03-06 01:16:46|2020-01-23 20:43:29
5438953322|2019-03-07|Recno: 26044392066|DDjei|PRmoRYsgm|2020-05-08|13:18:11|Alexandria Glenn|9455 Carlos Circles Apt. 875|East Alice|Utah|39768|True|Mauritius|False|Christopher|Bell|2020-03-16 14:18:59|2019-09-01 03:52:10
2242251971|2020-05-23|Recno: 10511940773|bQKvh|pFACxzv|2020-04-22|09:48:26|Yolanda Barnes|09737 Anna Extensions Suite 410|Lake Edgar|Arkansas|90821|True|Zambia|False|William|Martinez|2020-03-05 16:45:10|2019-05-18 01:44:56
4900664104|2019-08-25|Recno: 19062830193|tCKPt|AStkhv|2020-05-17|10:46:41|Thomas Chaney|880 Smith Ways|New Kathleen|Alaska|31019|True|Madagascar|True|Ronnie|Raymond|2020-03-17 13:51:24|2019-06-07 05:09:45
6828309783|2019-05-22|Recno: 72410432001|JRlgu|lDSoa|2020-05-01|11:13:54|James Martinez|658 Crane Valleys Apt. 057|Peterstown|Tennessee|12724|False|Isle of Man|True|Joshua|Snow|2020-03-11 14:06:20|2019-11-23 08:19:06
8710473630|2020-02-14|Recno: 51036369782|atntp|ZMJgQ|2020-02-26|14:43:30|Betty Colon|070 Bobby Mall|Hollandborough|Maryland|03435|False|San Marino|True|Cindy|Bush|2020-03-11 03:53:58|2019-07-21 02:03:25
7110895493|2019-07-11|Recno: 98494225519|jASkP|BKjIdSKoZ|2020-03-16|10:41:20|Nicholas Allen|6173 Michael Port|New Eugene|Wyoming|54602|False|Latvia|False|Ashley|Olson|2020-03-21 08:04:53|2019-06-01 23:09:30
7836028364|2020-01-18|Recno: 14969687921|isqEk|ePTlWuBKef|2020-03-20|00:36:26|Adam Torres|196 Lori Route|Holdenport|Wisconsin|40119|False|Ethiopia|False|Barry|Gray|2020-03-19 16:18:54|2020-04-14 10:31:48
1156796846|2019-09-08|Recno: 46485086888|DmyNA|xOinoWkM|2020-04-03|21:27:32|Linda Roth|182 Hooper Garden|Lake Samantha|Pennsylvania|34725|False|Korea|False|Gregory|White|2020-03-25 07:46:27|2019-04-11 12:32:38
7937708726|2020-01-14|Recno: 18404502819|BmnnU|MwsKca|2020-03-29|22:18:12|Charles Newman|98253 Susan Avenue Suite 343|East Mirandaland|Hawaii|52438|True|Kazakhstan|False|Ricardo|Richmond|2020-03-11 05:29:31|2019-09-01 04:39:50
7416139723|2020-04-29|Recno: 75305095862|jSACx|UypGOHZfn|2020-05-16|23:37:28|David Grant|27141 Khan Plains Apt. 652|Johnberg|Tennessee|73873|True|Guyana|False|Nicole|Black|2020-03-19 23:51:25|2019-11-02 07:53:24
3215887583|2019-10-07|Recno: 24407277138|PZhzZ|tRAJkrNYIH|2020-02-17|07:38:48|Janet Mason|0328 White Glens|Jenniferbury|New York|10779|True|Slovakia (Slovak Republic)|False|Joshua|Hull|2020-03-23 18:44:47|2020-01-01 08:46:45
9457007488|2020-01-29|Recno: 79051067549|ZRCLZ|nnvEkR|2020-01-09|13:48:08|Katie Rodriguez|06309 Shannon Alley|North Robertborough|Massachusetts|12602|True|Armenia|True|William|Montes|2020-03-07 22:42:22|2019-10-17 20:30:49
2479423783|2019-11-02|Recno: 51160746938|twVoX|HzMLCfWdnF|2020-03-22|11:03:28|Stacey Perkins|6150 John Flats|Allenside|Virginia|07463|True|Liberia|True|Henry|Dawson|2020-03-13 14:45:28|2020-01-08 14:26:53
2962613018|2019-11-14|Recno: 95137707773|kcziv|yjYomSH|2020-03-10|10:06:23|Darren Wright|25626 Ingram Circle Apt. 146|Jenniferfurt|Nebraska|77925|True|Burundi|True|Laurie|Neal|2020-03-26 03:24:57|2019-05-13 21:17:37
2851127689|2020-03-08|Recno: 70342883953|wyDvC|PIXRv|2020-05-23|19:36:12|David Greene|706 Lane Circle|East Jeffrey|Colorado|70952|False|French Polynesia|False|Raymond|Williams|2020-03-18 21:30:32|2019-11-01 19:48:39
3391399067|2019-09-30|Recno: 39947171132|CpVJI|emUKUiRC|2020-04-22|23:22:32|Ronald Ramirez|6688 Sarah Club Apt. 866|Timothyhaven|Iowa|75796|False|Tajikistan|False|Charles|Knox|2020-03-28 11:50:58|2020-02-16 22:20:15
5017471600|2019-06-08|Recno: 32085608301|ypmfW|PooSBY|2020-05-06|03:33:39|Kaitlyn Johnson|65020 Bianca Burgs|North Philip|Kansas|91668|False|Nigeria|True|Michael|Lambert|2020-03-10 03:00:34|2020-04-28 18:21:42
5903565338|2020-05-16|Recno: 97563205882|iqexa|LQRPUxz|2020-04-16|17:11:16|Elizabeth Miller|9610 Mary Key Suite 104|Lake Stephen|Mississippi|65002|False|Bouvet Island (Bouvetoya)|False|Jason|Gonzalez|2020-03-29 18:22:06|2019-10-09 00:23:05
